Timeline,Start time,Duration,Row,Original Instance,BOB,COMMENTS,CP,D COVERAGES,D KIND OF SCREEN,D POST UP,D ROLL,D SCREEN LOCATION,D SCREENER,D SITUATION,GENERATOR,GRAVITY HANDLER PLAYER,GRAVITY SCREENER,GRAVITY SCREENER PLAYER,HANDLER GRAVITY,MOVES,O COVERAGES,O KIND OF SCREEN,O POST UP,O ROLL,O SCREEN LOCATION,O SCREENER,OPPONENTS PLAY CALLS,PAINT TOUCHES,PLAN/BROKEN PLAY,PLAY CALLS,PLAYER PT,PLAYERS,PLAYERS 2ND,PRESSING,QUALITY,QUARTER,RESULTS,RESULTS 2ND,SITUATION,SOB,SPECIAL,Shot Location,VIDEO,ZONE,Ungrouped,Notes,Flags,ocr_quarter,start_time_game_clock,player_name,action,action_game_clock,shot_clock,team1_score,team2_score,team1_p1_name,team1_p2_name,team1_p3_name,team1_p4_name,team1_p5_name,team2_p1_name,team2_p2_name,team2_p3_name,team2_p4_name,team2_p5_name
Venezia - Olimpia Milano 26-04-26,4433.341506373,21.477271968999958,OFFENSE,OFFENSE: 89,,,,,,,,,,,"OR, OR",#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,L PU ATT,HEDGE,,,,SIDE R,5,,DR P,,L BLUE,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,2,4 Q,2P-,,P&R 1on1,,,Left Wing Mid-Range,Y,,,,,4,04:42,Bolmaro Leandro,TWO_POINT_MISSED,04:25,6,69,76,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4454.818778342,7.1667026310005895,OFFENSE,OFFENSE: 90,,,,,,,,,,,,,,,,R LAY UP,,,,,,,,,,OR,,#32 Nebo Josh,,,5,4 Q,IN+,,OR,,,Rim,Y,,,,,4,04:21,Nebo Josh,TWO_POINT_MADE,04:18,13,69,78,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4525.697540509304,23.496592087695717,OFFENSE,OFFENSE: 91,,,,,,,,,,,,#1 Mannion Nico,SCREENER,#32 Nebo Josh,HANDLER,R DRIVE OP DR.,SHORT HEDGE,,,GORTAT,TOP R,5,,DR P,,HEAD,#1 Mannion Nico,#1 Mannion Nico,,,2,4 Q,IN-,,P&R Handler,,,Paint,Y,,,,,4,04:09,Mannion Nico,TWO_POINT_MISSED,03:52,6,70,78,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4573.826345204,11.958354796000094,OFFENSE,OFFENSE: 92,,,,,,,,,,,,,,,,,,,,,,,,,,PRESS BREAK,,#12 Brooks Armoni,,,,CT,1-2 FT,,FC MAN,,,,Y,,,,,4,03:38,Brooks Armoni,PERSONAL_FOUL_RECEIVED,03:34,,73,78,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4685.351239527,23.27566796500014,OFFENSE,OFFENSE: 93,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,C&S,SHORT HEDGE,,,,SLOT R,5,,,,L SIDE,,#12 Brooks Armoni,#10 Bolmaro Leandro,,4,CT,3P+,PASS,P&R Spot up,,,Left Corner 3,Y,,,,,4,03:14,Brooks Armoni,THREE_POINT_MADE,03:04,,77,82,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4776.326049043,20.8006748910002,OFFENSE,OFFENSE: 94,,,,,,,,,,,,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,C&S,REJECT,,,,SLOT R,5,,P&R,,L SIDE,#23 Guduric Marko,#10 Bolmaro Leandro,#23 Guduric Marko,,5,CT,3P-,PASS,P&R Spot up,,,Top of Key 3,Y,,,,,4,02:46,Bolmaro Leandro,THREE_POINT_MISSED,02:33,,78,82,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4807.909806288,23.8595078620001,OFFENSE,OFFENSE: 95,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#12 Brooks Armoni,HANDLER,L PU ATT,SWITCH 1on1,GHOST,,,TOP L,SMALL,,,,L SIDE,,#10 Bolmaro Leandro,,,2,CT,2P+,,P&R Handler,,,Left Wing Mid-Range,Y,,,,,4,02:16,Bolmaro Leandro,TWO_POINT_MADE,01:59,,80,84,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4845.458226224,24.00262933155591,OFFENSE,OFFENSE: 96,,,,,,,,,,,,#12 Brooks Armoni,SCREENER,#17 Ricci Giampaolo,HANDLER,,REJECT,,,,TOP R,4,,,,AWAY SHORT 4,,#12 Brooks Armoni,,,2,CT,3-3 FT,,P&R Handler,,,Left Wing 3,Y,,,,,4,01:43,Brooks Armoni,PERSONAL_FOUL_RECEIVED,01:24,,82,84,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,4952.635668748,24.724989032999474,OFFENSE,OFFENSE: 97,,,,,,,,,,,,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,,HEDGE,,,,SLOT R,5,,,,AWAY,,#12 Brooks Armoni,,,1,CT,TO,,P&R Handler,,,,Y,,,,,4,01:11,Brooks Armoni,TURNOVER,00:52,,82,87,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,5090.045135122,30.878669628999887,OFFENSE,OFFENSE: 98,,,,,,,,,,,,#10 Bolmaro Leandro,SCREENER,#12 Brooks Armoni,HANDLER,R PU ATT,SWITCH 1on1,GHOST,,,TOP L,SMALL,,DR P,,L SIDE,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,2,CT,2P-,,P&R Handler,,,FT Area,Y,,,,,4,01:00,Bolmaro Leandro,TWO_POINT_MISSED,00:17,,83,87,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,5199.637107595,6.9177146270003504,OFFENSE,OFFENSE: 99,,,,,,,,,,,,,,,,,,,,,,,,,,TECH,,#12 Brooks Armoni,,,,CT,1-1 FT,,TECH,,,,Y,,,,,4,01:00,Brooks Armoni,TURNOVER,00:52,,82,87,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,5213.664449601,18.032977001999825,OFFENSE,OFFENSE: 100,,,,,,,,,,,,,,,,,,,,,,,,,,BONUS,,#1 Mannion Nico,,,2,CT,2-2 FT,,BONUS,SOB ATO,,,Y,,,,,4,01:00,Mannion Nico,PERSONAL_FOUL_RECEIVED,00:03,,85,88,Candi Leonardo,Cole R.J.,Parks Jordan,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,28.364917109,19.347852169000003,DEFENSE,DEFENSE: 1,,,,DROP,FLIP,,,TOP R,5,P&R 1on1,,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,AWAY,,,,,#3 Ellis Quinn,,,2,1 Q,3P-,,,,,Top of Key 3,Y,,,,,1,09:46,Nebo Josh,DEFENSIVE_REBOUND,09:29,7,0,0,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,97.493761424,20.544798584000006,DEFENSE,DEFENSE: 2,,,,SHORT HEDGE,SLIP,,SHORT ROLL,TOP R,4,P&R 1on1,,#3 Ellis Quinn,SCREENER,#16 Le Day Zach,HANDLER,,,,,,,,AWAY 4,,,,,#31 Shields Shavon,#31 Shields Shavon,ZONE,2,1 Q,IN-,,,,,Paint,Y,,,,,1,09:09,Ellis Quinn,DEFENSIVE_REBOUND,08:56,10,0,2,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,129.489571274,19.487627921999973,DEFENSE,DEFENSE: 3,,,,,,,,,,1on1 Close out,,,,,,,,,,,,,HORNS UP,DR P,,,#3 Ellis Quinn,#32 Nebo Josh,,,4,1 Q,IN-,,,,,Paint,Y,,,,,1,08:42,Shields Shavon,DEFENSIVE_REBOUND,08:25,8,0,4,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,158.038053305,8.859406116999992,DEFENSE,DEFENSE: 4,,,,,,,,,,FB,,,,,,,,,,,,,FB,,,,,#3 Ellis Quinn,,,4,1 Q,3P+,,,,,Right Corner 3,Y,,,,,1,08:13,Brooks Armoni,TWO_POINT_MISSED,07:47,10,3,4,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,187.064555541,6.813946904000005,DEFENSE,DEFENSE: 5,,,,,,,,,,FB,,,,,,,,,,,,,FB,TR A,,,#3 Ellis Quinn,#3 Ellis Quinn,,,5,1 Q,IN+,,,,,Rim,Y,,,,,1,07:45,Nebo Josh,TWO_POINT_MADE,07:22,10,5,6,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,213.027429014,21.601246524999993,DEFENSE,DEFENSE: 6,,,,DROP,,,,SLOT R,5,P&R Handler,,#3 Ellis Quinn,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,ELBOW,P&R,,,#3 Ellis Quinn,#3 Ellis Quinn,,,5,1 Q,IN+,,,,,Rim,Y,,,,,1,07:18,LeDay Zach,TURNOVER,06:42,11,7,6,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,252.617557251,6.387218951000023,DEFENSE,DEFENSE: 7,,,,,,,,,,FB,,,,,,,,,,,,,FB,TR A,,,#3 Ellis Quinn,#3 Ellis Quinn,,,5,1 Q,IN+,,,,,Rim,Y,,,,,1,06:38,LeDay Zach,TWO_POINT_MADE,06:22,15,9,8,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,272.957832034,17.276274458000046,DEFENSE,DEFENSE: 8,,,,,,,,,,MULTIPLE OPTIONS,,#12 Brooks Armoni,SCREENER,#16 Le Day Zach,HANDLER,,,,,,,,AWAY 4,,,,,#12 Brooks Armoni,,,,1 Q,F,,,,,,Y,,,,,1,06:18,Brooks Armoni,PERSONAL_FOUL,06:09,16,9,8,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,306.475751234,19.570873366,DEFENSE,DEFENSE: 9,,,,,,5,,,,POST UP Spot up,,,,,,,,,,,,,SOB,PU,,,#12 Brooks Armoni,#32 Nebo Josh,,,5,1 Q,3P+,,,,,Left Wing 3,Y,,,,,1,06:06,LeDay Zach,TWO_POINT_MISSED,05:36,5,12,8,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,350.514925805318,6.448606546682015,DEFENSE,DEFENSE: 10,,,,,,,,,,FB,,,,,,,,,,,,,FB,,,,,#32 Nebo Josh,,,1,1 Q,3P-,,,,,Top of Key 3,Y,,,,,1,05:31,Brooks Armoni,DEFENSIVE_REBOUND,05:30,21,12,8,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,374.447767541,15.613659157999962,DEFENSE,DEFENSE: 11,,,,,,,,,,1on1,,,,,,,,,,,,,HORNS SIDE,,,,,#16 Le Day Zach,,,3,1 Q,3P-,,,,,Right Wing 3,Y,,,,,1,05:08,Shields Shavon,DEFENSIVE_REBOUND,04:57,17,12,10,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,399.727187517,11.877415197000005,DEFENSE,DEFENSE: 12,,,,PUSH,,,,SIDE L,5,P&R Handler,FB,#12 Brooks Armoni,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,DRAG EMPTY CORNER,DR P,,,#12 Brooks Armoni,#12 Brooks Armoni,,,4,1 Q,IN-,,,,,Left Short Corner,Y,,,,,1,04:42,Nebo Josh,DEFENSIVE_REBOUND,04:36,18,12,12,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,LeDay Zach,Ellis Quinn,Shields Shavon,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,494.553189118,22.920607408000023,DEFENSE,DEFENSE: 13,,,,,,,,,,1on1,,,,,,,,,,,,,AWAY,DR P,,,#32 Nebo Josh,#32 Nebo Josh,,,,1 Q,F,,,,,Top of Key 3,Y,,,,,1,04:26,Nebo Josh,PERSONAL_FOUL,04:19,16,12,13,Valentine Denzel,Wiltjer Kyle,Cole R.J.,Tessitori Amedeo,Parks Jordan,Ricci Giampaolo,Ellis Quinn,Shields Shavon,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,539.020257153,12.439078622000011,DEFENSE,DEFENSE: 14,,,,PUSH,SLIP,,,ELBOW R,5,P&R Handler,"FB, FB, FB",#3 Ellis Quinn,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,SOB,,,,,#3 Ellis Quinn,,,1,1 Q,TO,,,,,Right Wing Mid-Range,Y,,,,,1,04:14,Ricci Giampaolo,STEAL,04:14,11,12,13,Wiltjer Kyle,Horton Chris,Cole R.J.,Parks Jordan,Bowman Ky,Ricci Giampaolo,Ellis Quinn,Shields Shavon,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,575.3957483153289,20.415176318671115,DEFENSE,DEFENSE: 15,,,,FLAT,,,,TOP R,5,P&R Handler,,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,ATO,P&R,,,#23 Guduric Marko,#32 Nebo Josh,,,2,1 Q,IN-,,,,,Paint,Y,,,,,1,03:55,Ellis Quinn,DEFENSIVE_REBOUND,03:45,13,12,15,Wiltjer Kyle,Horton Chris,Cole R.J.,Parks Jordan,Bowman Ky,Ricci Giampaolo,Ellis Quinn,Shields Shavon,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,612.296114389,7.125390232000086,DEFENSE,DEFENSE: 16,,,,,,,,,,FB,,,,,,,,,,,,,FB,,,,,#31 Shields Shavon,,,5,1 Q,2-3 FT,,,,,Left Wing 3,Y,,,,,1,03:19,Nebo Josh,TWO_POINT_MADE,03:10,20,14,17,Wiltjer Kyle,Horton Chris,Cole R.J.,Parks Jordan,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,719.840220723,11.157950631999938,DEFENSE,DEFENSE: 17,,,,FLAT,,,,SIDE R,5,P&R Handler,,#23 Guduric Marko,SCREENER,#32 Nebo Josh,HANDLER,,,,,,,,DRAG EMPTY CORNER,P&R,,,#23 Guduric Marko,#32 Nebo Josh,,,2,1 Q,TO,,,,,,Y,,,,,1,02:56,Ellis Quinn,TWO_POINT_MISSED,02:50,18,14,17,Wiltjer Kyle,Horton Chris,Cole R.J.,Parks Jordan,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Ellis Quinn,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,837.617696587,19.06205156200008,DEFENSE,DEFENSE: 18,,,,SWITCH,,,,TOP R,4,P&R Screener,,#10 Bolmaro Leandro,SCREENER,#17 Ricci Giampaolo,HANDLER,,,,,,,,54,,,,,#17 Ricci Giampaolo,,,,1 Q,F,,,,,Top of Key 3,Y,,,,,1,02:21,Ricci Giampaolo,PERSONAL_FOUL,02:15,19,14,19,Wiltjer Kyle,Horton Chris,Candi Leonardo,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,863.165552032,13.723116169999912,DEFENSE,DEFENSE: 19,,,,,,,,,,1on1,,,,,,,,,,,,,SOB AWAY,DR P,,,#17 Ricci Giampaolo,#17 Ricci Giampaolo,,,3,1 Q,IN-,,,,,Paint,Y,,,,,1,02:09,Nebo Josh,DEFENSIVE_REBOUND,02:04,,14,19,Wiltjer Kyle,Horton Chris,Candi Leonardo,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,900.679448142,17.814776100000017,DEFENSE,DEFENSE: 20,,,,SWITCH 1on1,,,,TOP L,4,P&R Handler,FB,#23 Guduric Marko,SCREENER,#17 Ricci Giampaolo,HANDLER,,,,,,,,FREE LANCE,,,,,#17 Ricci Giampaolo,,,3,1 Q,3P-,,,,,Left Wing 3,Y,,,,,1,01:36,Nebo Josh,DEFENSIVE_REBOUND,01:22,,14,21,Wiltjer Kyle,Horton Chris,Candi Leonardo,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,926.799086537,15.994011871999987,DEFENSE,DEFENSE: 21,,,,THROUGH,,,,,,SCREENS B,OR,,,,,,,,,,,,HORNS SIDE,,,,,#17 Ricci Giampaolo,,,4,1 Q,3P-,,,,,Right Wing 3,Y,,,,,1,01:10,TeamB Player,DEFENSIVE_REBOUND,01:03,17,14,24,Wiltjer Kyle,Horton Chris,Candi Leonardo,Wheatle Carl,Bowman Ky,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko,Nebo Josh
Venezia - Olimpia Milano 26-04-26,980.109732544,18.2000526569999,DEFENSE,DEFENSE: 22,,,,SWITCH 1on1,,,,SIDE OUT L,5,P&R Handler,,#17 Ricci Giampaolo,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,DRAG,,,,,#25 Diop Ousmane,,,2,1 Q,3P-,,,,,Left Wing 3,Y,,,,,1,01:00,Guduric Marko,TWO_POINT_MISSED,00:43,,14,24,Horton Chris,Candi Leonardo,Nikolic Stefan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1063.89403155,14.511432026000193,DEFENSE,DEFENSE: 23,,,,,,,,,,1on1 Spot up,,,,,,,,,,,,,FREE LANCE,DR P,,,#1 Mannion Nico,#10 Bolmaro Leandro,,,4,2 Q,3P-,,,,,Left Corner 3,Y,,,,,1,01:00,Bolmaro Leandro,TWO_POINT_MADE,00:48,,39,52,Valentine Denzel,Cole R.J.,Parks Jordan,Lever Alessandro,Bowman Ky,Bolmaro Leandro,Ellis Quinn,Guduric Marko,Nebo Josh,Brooks Armoni
Venezia - Olimpia Milano 26-04-26,1092.66028236,5.279154513999856,DEFENSE,DEFENSE: 24,,,,,,,,,,FC MAN,,,,,,,,,,,,,PRESS BREAK,,,,,#23 Guduric Marko,,MAN,,2 Q,TO,,,,,,Y,,,,,2,09:32,Guduric Marko,STEAL,09:27,21,14,29,Horton Chris,Candi Leonardo,Nikolic Stefan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1125.06590982,13.529149732000178,DEFENSE,DEFENSE: 25,,,,FLAT,,,,ELBOW R,5,P&R Handler,,#10 Bolmaro Leandro,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,ATO,,,,,#10 Bolmaro Leandro,,,3,2 Q,3P-,,,,ATO,Right Wing 3,Y,,,,,2,09:11,Diop Ousmane,TWO_POINT_MADE,09:10,23,14,31,Horton Chris,Candi Leonardo,Nikolic Stefan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1160.616981263979,19.50800762491008,DEFENSE,DEFENSE: 26,,,,FLAT,,,,TOP R,5,P&R Handler,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,AWAY,P&R,,,#23 Guduric Marko,#25 Diop Ousmane,,,4,2 Q,2-2 FT,,,,,Rim,Y,,,,,2,08:42,Diop Ousmane,TURNOVER,08:38,19,14,31,Horton Chris,Candi Leonardo,Nikolic Stefan,Wheatle Carl,Bowman Ky,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1293.6954098,11.493996587999845,DEFENSE,DEFENSE: 27,,,,,,,,,,FB,,,,,,,,,,,,,FB,,,,,#25 Diop Ousmane,,,,2 Q,F,,,,,,Y,,,,,2,08:01,Bolmaro Leandro,TWO_POINT_MADE,08:01,2,16,33,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1321.77197881,13.896722099000044,DEFENSE,DEFENSE: 28,,,,CHASE,,,,,,SCREENS G,,,,,,,,,,,,,SOB AWAY,DR P,,,#10 Bolmaro Leandro,#10 Bolmaro Leandro,,,4,2 Q,IN+,,,,,Paint,Y,,,,,2,07:55,Ricci Giampaolo,PERSONAL_FOUL_RECEIVED,07:27,,18,33,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1421.26414713,17.14482211199993,DEFENSE,DEFENSE: 29,,,,DROP,,,,TOP L,5,P&R Handler,,#10 Bolmaro Leandro,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,HORNS UP,,,,,#10 Bolmaro Leandro,,,1,2 Q,2P-,,,,,Left Wing Mid-Range,Y,,,,,2,07:23,Ricci Giampaolo,DEFENSIVE_REBOUND,07:12,13,18,35,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1452.423442843,7.597396805000017,DEFENSE,DEFENSE: 30,,,,DROP,,,,SIDE L,5,P&R Handler,FB,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,DRAG EPTY CORNER,P&R,,,#23 Guduric Marko,#25 Diop Ousmane,,,3,2 Q,IN-,,,,,Rim,Y,,,,,2,06:52,Mannion Nico,DEFENSIVE_REBOUND,06:51,23,18,37,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1465.85405051,7.470891073335451,DEFENSE,DEFENSE: 31,,,,,,,,,,FB,,,,,,,,,,,,,FB,TR A,,,#1 Mannion Nico,#1 Mannion Nico,,,5,2 Q,IN+,,,,,Rim,Y,,,,,2,06:39,Mannion Nico,TWO_POINT_MISSED,06:29,22,20,40,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1486.255956167,24.40252266199991,DEFENSE,DEFENSE: 32,,,,SWITCH 1on1,,,,ELBOW R,4,P&R Handler,,#23 Guduric Marko,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,DRAG 4 CORNERS,,,,,#17 Ricci Giampaolo,,,4,2 Q,0-2 FT,,,,,Rim,Y,,,,,2,06:18,Ricci Giampaolo,PERSONAL_FOUL,06:10,15,20,42,Horton Chris,Candi Leonardo,Cole R.J.,Nikolic Stefan,Wheatle Carl,Diop Ousmane,Bolmaro Leandro,Ricci Giampaolo,Mannion Nico,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1561.433807041,7.129525260000037,DEFENSE,DEFENSE: 33,,,,,,,,,,FB,,,,,,,,,,,,,FB,TR A,,,#25 Diop Ousmane,#25 Diop Ousmane,,,5,2 Q,IN+,,,,,Rim,Y,,,,,2,05:54,Mannion Nico,THREE_POINT_MISSED,05:36,13,22,42,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Diop Ousmane,Ricci Giampaolo,Mannion Nico,Shields Shavon,Guduric Marko
Venezia - Olimpia Milano 26-04-26,1642.614212072,16.498408221999853,DEFENSE,DEFENSE: 34,,,,DROP,,,,TOP L,5,P&R Handler,,#3 Ellis Quinn,SCREENER,#25 Diop Ousmane,HANDLER,,,,,,,,AWAY,,,,,#3 Ellis Quinn,,,,2 Q,F,,,,,Top of Key 3,Y,,,,,2,05:18,Ellis Quinn,PERSONAL_FOUL,05:14,20,22,44,Valentine Denzel,Cole R.J.,Tessitori Amedeo,Parks Jordan,Wheatle Carl,Diop Ousmane,Ricci Giampaolo,Ellis Quinn,Shields Shavon,Guduric Marko
